categoryName;englishName;humanFormat;populate;visible;generalizations;mutexExceptions;knownNegatives;instanceType;seedInstances;seedExtractionPatterns;conceptSynonyms;queryString;editDate;author;curator;description;freebaseID;comment;
nervo;nerves;%s is a {nerve};TRUE;TRUE;parteDoCorpo;;;all;"""nervo olfatório"" ""nervo óptico"" ""nervo óculo-motor"" ""nervo troclear"" ""nervo trigêmio"" ""nervo abducente"" ""nervo facial"" ""nervo vestíbulo-coclear"" ""nervo glossofaríngeo"" ""nervo vago"" ""nervo acessório"" ""nervo hipoglosso""";"""_ está relacionado a sensibilidade gustativa "" ""_  é um nervo misto"" ""_ são axônios em grande calibre"" ""o nervo _"" ""_ nervo localizado"" ""estimulação elétrica de um nervo _"" ""estimulação do nervo _"" ""_  fazem conexão com o encéfalo"" ""sulco do nervo _"" ""_ é um nervo"" ""_ é o nervo"" ""é o nervo _"" ""nervo conhecido como _"" ""nervo chamado de _"" ""nervo apelidado de _"" ""_ é um dos nervos"" ""_ são nervos"" ""_ são os nervos"" ""nervos conhecidos como _"" ""nervos chamados de _"" ""nervos apelidados de _"" ""_ são alguns dos nervos"" ""nervos tais como _"" ""nervos assim como _"" ""nervos como _"" ""nervo tal como _"" ""nervo assim como _"" ""nervo como _"" ";;nervo;2014-10-31;Maísa Duarte;Maísa Duarte;"""a single nerve cell or bundle of nerve cells""";/medicine/nerve;Translated;
jornal;newspapers;%s is a {newspaper};TRUE;TRUE;publicação;;;proper;" ""Brasil em Folhas"" ""Diário de São Paulo"" ""Gazeta Mercantil"" ""A Tribuna"" ""Correio Popular"" ""A Gazeta"" ""Estado de Minas"" ""Tribuna de Minas"" ""Folha de São Paulo"" ""O Estado de São Paulo""";"""_ é um jornal"" ""_ é o jornal"" ""é o jornal _"" ""jornal conhecido como _"" ""jornal chamado de _"" ""jornal apelidado de _"" ""_ é um dos jornais"" ""_ são jornais"" ""_ são os jornais"" ""jornais conhecidos como _"" ""jornais chamados de _"" ""jornais apelidados de _"" ""_ são alguns dos jornais"" ""jornais tais como _"" ""jornais assim como _"" ""jornais como _"" ""jornal tal como _"" ""jornal assim como _"" ""jornal como _"" ";;jornal;2014-10-31;Maísa Duarte;Maísa Duarte;A newspaper is a periodical which is printed in a specific format (i.e., on newsprint), describes recent events, and is typically published daily.;/book/newspaper;Removed all and added brazilian names;
semCondiçãoDeDoença;conditions;%s is a {non-disease physiological condition};TRUE;TRUE;condiçãoFisiológica;;;all;"""dentição"" ""gravidez"" ""menopausa"" ""puberdade"" ""menstruação""";"""_ não é uma doença""";;sem condição de doença;2014-10-31;Maísa Duarte;Maísa Duarte;Those physiologicalConditions that normal and expected parts of life (such as pregnancy or teething) that are not diseases but which do affect the normal functioning of the body.;;Translated;
organizaçãoNãoGovernamental;political organizations;%s is a {political organization} that is not part of the government;TRUE;TRUE;grupoPolítico;sindicato;;proper;"""Amigos das Américas"" ""Greenpeace"" ""Aliança Brasileira pela Doação de Órgãos e Tecidos"" ""Instituto Ayrton Senna"" ""Associação de Apoio às Meninas e Meninos da Região Sé"" ""Instituto Paulo Freire"" ""Centro de Apoio ao Pequeno Agricultor"" ""Casa da Mulher Trabalhadora"" ""Instituto Akatu"" ""Missão Criança""";"""organização não governamental como _"" ""organização não governamental assim como _"" ""organização não governamental como a _"" ""_ é uma organização não governamental"" ""_ é a organização não governamental"" ""é a organização não governamental _"" ""organização não governamental conhecida como _"" ""organização não governamental chamada de _"" ""organização não governamental apelidada de _"" ""_ é uma das organizações não governamental"" ""_ são organizações não governamental"" ""_ são as organizações não governamental"" ""organizações não governamental conhecidas como _"" ""organizações não governamental chamadas de _"" ""organizações não governamental apelidadas de _"" ""_ são algumas das organizações não governamental"" ""ONG tal como _"" ""ONG assim como _"" ""ONG como a _"" ""_ é uma ONG"" ""_ é a ONG"" ""é a ONG _"" ""ONG conhecida como _"" ""ONG chamada de _"" ""ONG apelidada de _"" ""_ é uma das ONGs"" ""_ são ONGs"" ""_ são as ONGs"" ""ONGs conhecidas como _"" ""ONGs chamadas de _"" ""ONGs apelidadas de _"" ""_ são algumas das ONGs"" ";;organização não governamental;2014-10-31;Maísa Duarte;Maísa Duarte;Politically-active or governmentally-active organizations that are not part of the government, including but not limited to some NGOs;;Removed all and added brazilian names;
inteiroNãoNegativo;integers;%s is a {non-negative integer};FALSE;FALSE;abstractThing;cep;;regexp:\A\d+\z;0 1 2 3 4 10 20 24 44 72 700;"""_ é um inteiro"" ""_ é o inteiro"" ""é o inteiro _"" ""_ é um dos inteiros"" ""_ são inteiros"" ""_ são os inteiros"" ""_ são alguns dos inteiros"" ""inteiros tais como _"" ""inteiros como _"" ""inteiro tal como _"" ""inteiro como _"" ";;inteiro não negativo;2014-10-31;Maísa Duarte;Maísa Duarte;;;No changes;
organizaçãoSemFinsLucrativos;non-profit organizations;%s is a {non-profit organization};TRUE;TRUE;organização;sindicato organizaçãoGeopolítica hospital escola;;proper;"“Fundação Butantan” “Rede Nacional de Ensino E Pesquisa” “Fundacao Getúlio Vargas” “Associação Rondon Brasil” “Fundação Banco do Brasil” “Instituto de Pesquisa Etno Ambiental do Xingu” “Academia Brasileira de Ciências” “Fundação Dom Cabral” “Fundação Oswaldo Cruz” “Fundação Carlos Chagas” ""Greenpeace""";"""organização sem fins lucrativos como _"" ""organização sem fins lucrativos assim como _"" ""organização sem fins lucrativos como a _"" ""_ é uma organização sem fins lucrativos"" ""_ é a organização sem fins lucrativos"" ""é a organização sem fins lucrativos _"" ""organização sem fins lucrativos conhecida como _"" ""organização sem fins lucrativos chamada de _"" ""organização sem fins lucrativos apelidada de _"" ""_ é uma das organizações sem fins lucrativos"" ""_ são organizações sem fins lucrativos"" ""_ são as organizações sem fins lucrativos"" ""organizações sem fins lucrativos conhecidas como _"" ""organizações sem fins lucrativos chamadas de _"" ""organizações sem fins lucrativos apelidadas de _"" ""_ são algumas das organizações sem fins lucrativos"" ";;organização sem fins lucrativos;2014-10-31;Maísa Duarte;Maísa Duarte;"""A non-profit organization is a legally-constituted organization that does not make a profit from its operations.""";/organization/non_profit_organization;Removed all and added brazilian names;
castanha;nuts;%s is a {nut};TRUE;TRUE;fruta;legume cereal produtoAgrícola;;common;"""noz"" ""castanha do pará"" ""noz-pecã"" ""amendoim"" ""macadâmia"" ""avelã"" ""pinhão"" ""castanha"" ""sementes de gergelim""";"""castanha como _"" ""castanha assim como _"" ""castanha como a _"" ""_ é uma castanha"" ""_ é a castanha"" ""é a castanha _"" ""castanha conhecida como _"" ""castanha chamada de _"" ""castanha apelidada de _"" ""_ é uma das castanhas"" ""_ são castanhas"" ""_ são as castanhas"" ""castanhas conhecidas como _"" ""castanhas chamadas de _"" ""castanhas apelidadas de _"" ""_ são algumas das castanhas"" ";;castanha;2014-10-31;Maísa Duarte;Maísa Duarte;hard-shelled fruit of some plants having an indehiscent seed.;none;Translated, almost removed  and others added;
itemDeEscritório;office supplies;%s is an {office supply};TRUE;TRUE;item;itemDePiso itemDeParede itensDeMesa;;common;"""grampeadores"" ""tesouras"" ""cola"" ""canetas"" ""envelopes"" ""postit note"" ""clipes"" ""pastas de arquivos"" ""lápis"" ""cadernos""";"""_ é um item de escritório"" ""_ é o item de escritório"" ""é o item de escritório _"" ""item de escritório conhecido como _"" ""item de escritório chamado de _"" ""item de escritório apelidado de _"" ""_ é um dos itens de escritório"" ""_ são itens de escritório"" ""_ são os itens de escritório"" ""itens de escritório conhecidos como _"" ""itens de escritório chamados de _"" ""itens de escritório apelidados de _"" ""_ são alguns dos itens de escritório"" ""itens de escritório tais como _"" ""itens de escritório assim como _"" ""itens de escritório como _"" ""item de escritório tal como _"" ""item de escritório assim como _"" ""item de escritório como _"" ";;item de escritório;2014-10-31;Maísa Duarte;Maísa Duarte;Items usually found in an office that are used for clerical or intellectual work.;;Translated;
olimpíadas;olympics;%s is an instance of the {olympics};TRUE;TRUE;eventoEsportista;;;proper;"""Olimpíadas de Inverno de 2002"" ""Jogos Olímpicos de Verão de 1936"" ""Jogos Olímpicos de Verão de 1948"" ""Jogos Olímpicos de Inverno de 1948"" ""Jogos Olímpicos de Verão de 1896"" ""Jogos Olímpicos de Inverno de 1928"" ""Jogos Olímpicos de Inverno de 1924"" ""Jogos Olímpicos de Verão de 2000"" ""Jogos Olímpicos de Verão de 1996"", ""Jogos Olímpicos de Verão de 1976"" ""Olimpíadas de Inverno de 2006"" ""Jogos Olímpicos de 2008""";"""olimpíada como _"" ""olimpíada assim como _"" ""olimpíada como a _"" ""_ é uma olimpíada"" ""_ é a olimpíada"" ""é a olimpíada _"" ""olimpíada conhecida como _"" ""olimpíada chamada de _"" ""olimpíada apelidada de _"" ""_ é uma das olimpíadas"" ""_ são olimpíadas"" ""_ são as olimpíadas"" ""olimpíadas conhecidas como _"" ""olimpíadas chamadas de _"" ""olimpíadas apelidadas de _"" ""_ são algumas das olimpíadas"" ";;olimpíadas;2014-10-31;Maísa Duarte;Maísa Duarte;are a major international event featuring summer and winter sports, in which thousands of athletes participate in a variety of competitions. The Games are currently held every two years, with Summer and Winter Olympic Games alternating, although they occur every four years within their respective seasonal games.;none;Translated;
organização;organizations;%s is an {organization};FALSE;FALSE;agenteHumano;;;all;"""Comunidade dos Países de Língua Portuguesa"" ""Banco Interamericano de Desenvolvimento"" ""União Europeia"" ""Mercado Comum do Sul"" ""União de Nações Sul-Americanas"" ""Mercosul"" ""Confederação Sul-Americana de Natação"" ""Mercado Comum da África Oriental e Austral"" ""Confederação Sul-Americana de Voleibol""  ""Organização das Nações Unidas"" ""Cruz Vermelha""";"""organização como _"" ""organização assim como _"" ""organização como a _"" ""_ é uma organização"" ""_ é a organização"" ""é a organização _"" ""organização conhecida como _"" ""organização chamada de _"" ""organização apelidada de _"" ""_ é uma das organizações"" ""_ são organizações"" ""_ são as organizações"" ""organizações conhecidas como _"" ""organizações chamadas de _"" ""organizações apelidadas de _"" ""_ são algumas das organizações"" ";;organização;2014-10-31;Maísa Duarte;Maísa Duarte;"An organization is an organized body of members or people with a particular purpose; in the Freebase context, a organization doesn't have a business association, like a company.  Companies have their own type in the business domain, located here.  In addition, many types of organizations have their own, more specialized co-types that give them additional properties.";/organization/organization;;
parque;parks;%s is a {park};TRUE;TRUE;atração geolocalização;zoológico aquário praia ilha;;proper;"""Central Park"" ""Parque Nacional da Amazônia"" ""Parque Nacional do Araguaia"" ""Parque Nacional da Chapada Diamantina"" ""Parque do Ibirapuera"" ""Parque Ecológico de São Carlos"" ""Parque da Redenção"" ""Parque 13 de maio"" ""Cientec"" ""Parque Municipal Lagoa do Peri""";"""_ é um parque"" ""_ é o parque"" ""é o parque _"" ""parque conhecido como _"" ""parque chamado de _"" ""parque apelidado de _"" ""_ é um dos parques"" ""_ são parques"" ""_ são os parques"" ""parques conhecidos como _"" ""parques chamados de _"" ""parques apelidados de _"" ""_ são alguns dos parques"" ""parques tais como _"" ""parques assim como _"" ""parques como _"" ""parque tal como _"" ""parque assim como _"" ""parque como _"" ";;parque;2014-10-31;Maísa Duarte;Maísa Duarte;Public local/state/national parks, as well as amusement parks and other privately-run attractions.;/protected_sites/protected_site;Removed almost all and added brazilian names;
jogoDeSalão;parlour games;%s is a {parlour game};TRUE;TRUE;jogoTradicional;;;all;"""Twister"" ""Cabra-ega"" ""Charadas"" ""O mestre mandou"" ""Queimada"" ""Pega-bandeira"" ""Pega-pega"" ""Pique-esconde"" ""Morto-vivo"" ""Escravos de jó""";;;jogo de salão;2014-10-31;Maísa Duarte;Maísa Duarte;Parlour games, drawing room games, car games, and similar passtimes that are not card games, dice games, board games, etc.;;Removed almost all and added brazilian names;
açãoDePercepção;perceptual actions;%s is a {perception action};TRUE;TRUE;abstractThing;;;common;"""ouvindo"" ""vendo"" ""escutando"" ""cheirando"" ""observando"" ""assistindo"" ""lendo"" ""olhando"" ""contemplando"" ""espiando"" ";"""ação de percepção como _"" ""ação de percepção assim como _"" ""ação de percepção como a _"" ""_ é uma ação de percepção"" ""_ é a ação de percepção"" ""é a ação de percepção _"" ""ação de percepção conhecida como _"" ""ação de percepção chamada de _"" ""ação de percepção apelidada de _"" ""_ é uma das ações de percepção"" ""_ são ações de percepção"" ""_ são as ações de percepção"" ""ações de percepção conhecidas como _"" ""ações de percepção chamadas de _"" ""ações de percepção apelidadas de _"" ""_ são algumas das ações de percepção""";;ação de percepção;2014-10-31;Maísa Duarte;Maísa Duarte;An event that involves someone perceiving something;;Translated;
eventosPerceptivos;perceptual events;%s is a {perception event};TRUE;TRUE;abstractThing;;;common;"""som"" ""luz"" ""flash"" ""ventania"" ""raio"" ""grito"" ""trovão"" ""rugido"" ""clamor"" ""lamento""";"""evento de percepção como _"" ""evento de percepção assim como _"" ""evento de percepção como a _"" ""_ é uma evento de percepção"" ""_ é a evento de percepção"" ""é a evento de percepção _"" ""evento de percepção conhecida como _"" ""evento de percepção chamada de _"" ""evento de percepção apelidada de _"" ""_ é uma das eventos de percepção de percepção"" ""_ são eventos de percepção de percepção"" ""_ são as eventos de percepção de percepção"" ""eventos de percepção de percepção conhecidas como _"" ""eventos de percepção de percepção chamadas de _"" ""eventos de percepção de percepção apelidadas de _"" ""_ são algumas das eventos de percepção de percepção"" 
";;eventos perceptivos;2014-10-31;Maísa Duarte;Maísa Duarte;Something that can be perceived by someone.;;Translated;
pessoa;people;%s is a {person};TRUE;TRUE;agenteHumano;itemVisualizável ;;proper;;;;pessoa;2014-10-31;Maísa Duarte;Maísa Duarte;A person is a human being (man, woman or child) known to have actually existed. Living persons, celebrities and politicians are persons, as are deceased persons.;/people/person;;
pessoaDaÁfrica;Africans;%s is an {African person};TRUE;TRUE;pessoaPorLocalidade;;;proper;“Nelson Mandela” “Paul Kruger” “Jimmy Kruger” “Max Theiler” “Ernest Kombo” “Omar Sharif” “Boutros Boutros Ghali” “Cleopatra” “Gigi” “Menelek II” “Kofi Annan” “Steve Tikolo” “Jeff Koinange” “Sultan Tucker” “Daif Al-Ghazal” “Mordechai Vanunu” “Agbani Darego” “Bernard Ntuyahaga” “Hawo Tako” “Josephine Bakhita” “Jeje Odongo”;"""_ é um africano"" ""_ é o africano"" ""é o africano _"" ""africano conhecido como _"" ""africano chamado de _"" ""africano apelidado de _"" ""_ é um dos africanos"" ""_ são africanos"" ""_ são os africanos"" ""_ são alguns dos africanos"" ""africanos tais como _"" ""africanos assim como _"" ""africanos como _"" ""africano tal como _"" ""africano assim como _"" ""africano como _"" ""africana tal como _"" ""africana assim como _"" ""africana como _"" ""_ é uma africana"" ""_ é a africana"" ""é a africana _"" ""africana conhecida como _"" ""africana chamada de _"" ""africana apelidada de _"" ""_ é uma das africanas"" ""_ são africanas"" ""_ são as africanas"" ""_ são algumas das africanas"" ";;africano;2014-10-31;Maísa Duarte;Maísa Duarte;citizens of countries in Africa;/en/african_people;No changes;
